 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
Erro ao processar dados: [Errno 11001] getaddrinfo failed
127.0.0.1 - - [29/Apr/2026 14:43:45] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:43:47] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:43:49] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:43:51] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:43:53] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:43:55] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:43:58] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:01] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:04] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:07] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:10] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:12] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:15] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:18] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:21] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:24] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:27] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:30] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:32] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:35] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:38] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:41] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:44] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:47] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:52] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:44:55] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:45:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:09] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
127.0.0.1 - - [29/Apr/2026 14:46:34] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:34] "GET /video_feed HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:34] "GET /static/logo_sonae.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Apr/2026 14:46:37] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:39] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:41] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:42] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:45] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:47] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:48] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:52] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:56] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:46:58] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:02] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:04] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:06] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:08] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:10] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
 * Serving Flask app 'codigo_trator_camara'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
127.0.0.1 - - [29/Apr/2026 14:47:59] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:47:59] "GET /static/logo_sonae.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Apr/2026 14:48:00] "GET /video_feed HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:01] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:03] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:05] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:07] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:09] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:11] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:13] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:48:15] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
127.0.0.1 - - [29/Apr/2026 14:51:20] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:20] "GET /static/logo_sonae.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Apr/2026 14:51:21] "GET /video_feed HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:22] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:24] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:26] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:28] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:30] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:32] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:36] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:38] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:40] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:42] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:44] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:46] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:48] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:52] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:57] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:51:59] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:02] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:05] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:08] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:11] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:17] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:23] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:26] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:29] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:31] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:37] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:40] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:43] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:46] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:49] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:51] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:52:57] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:02] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:04] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:06] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:08] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:10] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:12] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:16] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:18] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:22] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:24] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:26] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:28] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:31] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:37] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:40] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:43] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:46] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:49] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:51] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:53:57] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:03] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:06] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:09] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:11] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:17] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:23] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:26] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:29] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:54:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:11] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:17] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:23] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:25] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:28] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:31] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:37] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:39] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:41] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:43] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:46] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:49] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:51] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:55:57] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:03] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:06] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:08] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
127.0.0.1 - - [29/Apr/2026 14:56:31] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:31] "GET /video_feed HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:32] "GET /static/logo_sonae.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Apr/2026 14:56:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:36] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:38] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:40] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:42] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:44] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:46] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:48] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:52] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:56] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:56:58] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:02] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:05] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:08] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:11] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:17] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:23] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:26] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:29] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:32] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:35] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:38] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:41] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:44] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:47] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:52] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:55] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:57:58] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:01] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:04] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:37] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:40] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:42] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:45] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:48] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:51] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:58:57] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:03] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:06] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:09] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:12] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:15] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:18] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:21] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:24] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:27] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
